alias,canonical_merchant,category,match_type,priority,source
에이블리),에이블리),마트/쇼핑,normalized_contains,80,seed
엔제리너스,엔제리너스,카페/디저트,normalized_contains,80,seed
엔진오일 교환 25,엔진오일 교환 25,자동차/정비,normalized_contains,80,seed
엔터테인먼트 15,엔터테인먼트 15,영화/문화,normalized_contains,80,seed
엔터테인먼트 20,엔터테인먼트 20,영화/문화,normalized_contains,80,seed
여가,여가,기타,normalized_contains,80,seed
여객,여객,교통,normalized_contains,80,seed
연간 카드사용액 3천만원 이상 시,연간 카드사용액 3천만원 이상 시,멤버십/포인트,normalized_contains,80,seed
연회비 없이 온라인,연회비 없이 온라인,멤버십/포인트,normalized_contains,80,seed
열공,열공,교육/육아,normalized_contains,80,seed
영상 스트리밍,영상 스트리밍,구독/멤버십,normalized_contains,80,seed
오늘도,오늘도,멤버십/포인트,normalized_contains,80,seed
오늘의집,오늘의집,온라인쇼핑,normalized_contains,80,seed
오토케어,오토케어,교통,normalized_contains,80,seed
옥션 결제시 2만원당 400,옥션 결제시 2만원당 400,편의점,normalized_contains,80,seed
온누리상품권 차감 이용,온누리상품권 차감 이용,기타,normalized_contains,80,seed
온누리상품권 차감 이용 5~,온누리상품권 차감 이용 5~,기타,normalized_contains,80,seed
온라인,온라인,온라인쇼핑,normalized_contains,80,seed
온라인 간편결제,온라인 간편결제,간편결제,normalized_contains,80,seed
온라인 간편결제서비스 이용 시,온라인 간편결제서비스 이용 시,멤버십/포인트,normalized_contains,80,seed
온라인 몰,온라인 몰,마트/쇼핑,normalized_contains,80,seed
온라인 서적 인터넷 2,온라인 서적 인터넷 2,영화/문화,normalized_contains,80,seed
온라인 식품배달,온라인 식품배달,배달앱,normalized_contains,80,seed
온라인 어디서나,온라인 어디서나,캐시백,normalized_contains,80,seed
온라인 이용 건,온라인 이용 건,마트/쇼핑,normalized_contains,80,seed
온라인몰,온라인몰,멤버십/포인트,normalized_contains,80,seed
온라인패션몰,온라인패션몰,마트/쇼핑,normalized_contains,80,seed
올리브영,올리브영,뷰티/피트니스,normalized_contains,80,seed
올원페이,올원페이,간편결제,normalized_contains,80,seed
옵션 적립처에 따라 스카이패스 2,옵션 적립처에 따라 스카이패스 2,기타,normalized_contains,80,seed
와인앤모어,와인앤모어,카페/디저트,normalized_contains,80,seed
완구 구매,완구 구매,기타,normalized_contains,80,seed
왓챠,왓챠,구독/멤버십,normalized_contains,80,seed
외국인 선호 관광지,외국인 선호 관광지,기타,normalized_contains,80,seed
요기요 1,요기요 1,배달앱,normalized_contains,80,seed
요기요),요기요),배달앱,normalized_contains,80,seed
우노,우노,푸드/외식,normalized_contains,80,seed
우대:,우대:,기타,normalized_contains,80,seed
우리WON마켓,우리WON마켓,마트/쇼핑,normalized_contains,80,seed
우리페이,우리페이,멤버십/포인트,normalized_contains,80,seed
우체국,우체국,기타,normalized_contains,80,seed
우체국 서비스(우편,우체국 서비스(우편,금융서비스,normalized_contains,80,seed
우편,우편,마트/쇼핑,normalized_contains,80,seed
우편요금,우편요금,마트/쇼핑,normalized_contains,80,seed
우표구매,우표구매,마트/쇼핑,normalized_contains,80,seed
운송,운송,교통,normalized_contains,80,seed
원스토어,원스토어,영화/문화,normalized_contains,80,seed
원하는 시점,원하는 시점,해외,normalized_contains,80,seed
원하는 환율에 외화 충전,원하는 환율에 외화 충전,해외,normalized_contains,80,seed
월 100만원 미만 이용 시,월 100만원 미만 이용 시,멤버십/포인트,normalized_contains,80,seed
웨이브,웨이브,구독/멤버십,normalized_contains,80,seed
웨이브 월정액 결제시,웨이브 월정액 결제시,구독/멤버십,normalized_contains,80,seed
웰니스,웰니스,멤버십/포인트,normalized_contains,80,seed
위메프,위메프,마트/쇼핑,normalized_contains,80,seed
위메프 적립,위메프 적립,마트/쇼핑,normalized_contains,80,seed
위메프 포인트,위메프 포인트,온라인쇼핑,normalized_contains,80,seed
유료 어플리케이션,유료 어플리케이션,기타,normalized_contains,80,seed
유료 어플리케이션 결제,유료 어플리케이션 결제,구독/멤버십,normalized_contains,80,seed
유튜브,유튜브,구독/멤버십,normalized_contains,80,seed
유튜브 프리미엄,유튜브 프리미엄,구독/멤버십,normalized_contains,80,seed
유튜브 프리미엄 정기권,유튜브 프리미엄 정기권,기타,normalized_contains,80,seed
유튜브프리미엄,유튜브프리미엄,구독/멤버십,normalized_contains,80,seed
유튜브프리미엄 1,유튜브프리미엄 1,구독/멤버십,normalized_contains,80,seed
음악,음악,구독/멤버십,normalized_contains,80,seed
음원,음원,기타,normalized_contains,80,seed
이니스프리,이니스프리,기타,normalized_contains,80,seed
이니스프리 온,이니스프리 온,기타,normalized_contains,80,seed
이동,이동,교통,normalized_contains,80,seed
이디야,이디야,카페/디저트,normalized_contains,80,seed
이디야 결제 건당,이디야 결제 건당,카페/디저트,normalized_contains,80,seed
이디야 모아포인트,이디야 모아포인트,카페/디저트,normalized_contains,80,seed
이월드 자유이용권,이월드 자유이용권,테마파크/레저,normalized_contains,80,seed
이월드(대구),이월드(대구),테마파크/레저,normalized_contains,80,seed
이체수수료,이체수수료,금융서비스,normalized_contains,80,seed
익스피디아 이용 시 객실요금,익스피디아 이용 시 객실요금,온라인쇼핑,normalized_contains,80,seed
인생네컷,인생네컷,생활,normalized_contains,80,seed
인앱 결제,인앱 결제,구독/멤버십,normalized_contains,80,seed
인앱결제,인앱결제,온라인쇼핑,normalized_contains,80,seed
인터넷 예매 1,인터넷 예매 1,테마파크/레저,normalized_contains,80,seed
인터넷교보문고,인터넷교보문고,영화/문화,normalized_contains,80,seed
인터넷영풍문고,인터넷영풍문고,영화/문화,normalized_contains,80,seed
인터넷우체국,인터넷우체국,마트/쇼핑,normalized_contains,80,seed
인터파크,인터파크,마트/쇼핑,normalized_contains,80,seed
인터파크 3,인터파크 3,영화/문화,normalized_contains,80,seed
인터파크 YES24 예매시 1,인터파크 YES24 예매시 1,영화/문화,normalized_contains,80,seed
인터파크 티켓,인터파크 티켓,영화/문화,normalized_contains,80,seed
인터파크(투어,인터파크(투어,멤버십/포인트,normalized_contains,80,seed
인테리어,인테리어,기타,normalized_contains,80,seed
인테이크몰,인테이크몰,마트/쇼핑,normalized_contains,80,seed
일반:,일반:,기타,normalized_contains,80,seed
일본 돈키호테,일본 돈키호테,해외,normalized_contains,80,seed
일상,일상,생활,normalized_contains,80,seed
일상 속,일상 속,멤버십/포인트,normalized_contains,80,seed
일시불,일시불,모든가맹점,normalized_contains,80,seed
자녀 도서 구매에도,자녀 도서 구매에도,영화/문화,normalized_contains,80,seed
자녀중심,자녀중심,기타,normalized_contains,80,seed
자동납부,자동납부,공과금/생활요금,normalized_contains,80,seed
자동차정비 5,자동차정비 5,자동차/정비,normalized_contains,80,seed
자동충전시,자동충전시,기타,normalized_contains,80,seed
자주 쓰는 간편결제,자주 쓰는 간편결제,간편결제,normalized_contains,80,seed
저녁식사(오후 6시~9시),저녁식사(오후 6시~9시),기타,normalized_contains,80,seed
적립한도 없이,적립한도 없이,모든가맹점,normalized_contains,80,seed
적립한도 없이 기본,적립한도 없이 기본,모든가맹점,normalized_contains,80,seed
전 세계 스타벅스,전 세계 스타벅스,카페/디저트,normalized_contains,80,seed
전국 모든 정유사 대상,전국 모든 정유사 대상,주유,normalized_contains,80,seed
전국맛집 5,전국맛집 5,푸드/외식,normalized_contains,80,seed
전기,전기,주유,normalized_contains,80,seed
전자책,전자책,구독/멤버십,normalized_contains,80,seed
점심 식사,점심 식사,기타,normalized_contains,80,seed
점심식사,점심식사,기타,normalized_contains,80,seed
점심할인,점심할인,기타,normalized_contains,80,seed
정관장,정관장,마트/쇼핑,normalized_contains,80,seed
정비소(스피드메이트),정비소(스피드메이트),교통,normalized_contains,80,seed
정육점,정육점,기타,normalized_contains,80,seed
제과점,제과점,카페/디저트,normalized_contains,80,seed
제너두 둔내 펜션,제너두 둔내 펜션,여행/숙박,normalized_contains,80,seed
제일제면소,제일제면소,푸드/외식,normalized_contains,80,seed
제주신화월드 객실,제주신화월드 객실,여행/숙박,normalized_contains,80,seed
제한 없이 기본,제한 없이 기본,모든가맹점,normalized_contains,80,seed
조건 없이 캐시백,조건 없이 캐시백,모든가맹점,normalized_contains,80,seed
죠스떡볶이,죠스떡볶이,푸드/외식,normalized_contains,80,seed
주말 3대 할인점,주말 3대 할인점,마트/쇼핑,normalized_contains,80,seed
주말 식료품비,주말 식료품비,마트/쇼핑,normalized_contains,80,seed
주문,주문,배달앱,normalized_contains,80,seed
주식 약정별 카드사용금액의 0.5~,주식 약정별 카드사용금액의 0.5~,기타,normalized_contains,80,seed
주요 간편결제,주요 간편결제,간편결제,normalized_contains,80,seed
주요 간편결제 모아포인트,주요 간편결제 모아포인트,간편결제,normalized_contains,80,seed
주요 간편결제 온,주요 간편결제 온,간편결제,normalized_contains,80,seed
주요 할인점,주요 할인점,편의점,normalized_contains,80,seed
주요할인점,주요할인점,편의점,normalized_contains,80,seed
주중 온라인,주중 온라인,마트/쇼핑,normalized_contains,80,seed
주차,주차,자동차/정비,normalized_contains,80,seed
주차장,주차장,자동차/정비,normalized_contains,80,seed
중국 비자 수수료,중국 비자 수수료,여행/숙박,normalized_contains,80,seed
즉시 결제,즉시 결제,캐시백,normalized_contains,80,seed
즉시결제,즉시결제,캐시백,normalized_contains,80,seed
지그재그,지그재그,마트/쇼핑,normalized_contains,80,seed
지난달 실적 30만원 이상 시,지난달 실적 30만원 이상 시,간편결제,normalized_contains,80,seed
지니,지니,구독/멤버십,normalized_contains,80,seed
지니뮤직,지니뮤직,구독/멤버십,normalized_contains,80,seed
직영 기념품 매장,직영 기념품 매장,테마파크/레저,normalized_contains,80,seed
진에어,진에어,기타,normalized_contains,80,seed
집반찬연구소,집반찬연구소,푸드/외식,normalized_contains,80,seed
차량 구매액,차량 구매액,자동차/정비,normalized_contains,80,seed
청구 할인 혜택 (매일 할인,청구 할인 혜택 (매일 할인,생활,normalized_contains,80,seed
추가 Discount -,추가 Discount -,기타,normalized_contains,80,seed
추가 적립 대상점 이용 시 스,추가 적립 대상점 이용 시 스,멤버십/포인트,normalized_contains,80,seed
축구,축구,테마파크/레저,normalized_contains,80,seed
출석,출석,캐시백,normalized_contains,80,seed
출퇴근시간대 통행료 20~,출퇴근시간대 통행료 20~,교통,normalized_contains,80,seed
치킨,치킨,푸드/외식,normalized_contains,80,seed
친환경 마켓,친환경 마켓,마트/쇼핑,normalized_contains,80,seed
친환경 자동차 충전(20~,친환경 자동차 충전(20~,주유,normalized_contains,80,seed
카카오 대리운전 2,카카오 대리운전 2,자동차/정비,normalized_contains,80,seed
카카오T 카카오페이 결제시,카카오T 카카오페이 결제시,멤버십/포인트,normalized_contains,80,seed
카카오T대리 자동결제,카카오T대리 자동결제,기타,normalized_contains,80,seed
카카오웹툰,카카오웹툰,생활,normalized_contains,80,seed
카카오톡 선물하기,카카오톡 선물하기,기타,normalized_contains,80,seed
카카오페이 결제,카카오페이 결제,간편결제,normalized_contains,80,seed
카카오페이 등,카카오페이 등,간편결제,normalized_contains,80,seed
카카오페이결제,카카오페이결제,간편결제,normalized_contains,80,seed
카카오페이에 카드 등록,카카오페이에 카드 등록,간편결제,normalized_contains,80,seed
카카오페이지,카카오페이지,생활,normalized_contains,80,seed
카카오프렌즈 캐릭터샵 이용 시,카카오프렌즈 캐릭터샵 이용 시,기타,normalized_contains,80,seed
캐리비안베이 30 ~,캐리비안베이 30 ~,테마파크/레저,normalized_contains,80,seed
캐리비안베이 30~,캐리비안베이 30~,테마파크/레저,normalized_contains,80,seed
캐리비안베이 입장권,캐리비안베이 입장권,테마파크/레저,normalized_contains,80,seed
컬리,컬리,마트/쇼핑,normalized_contains,80,seed
컬리 적립금,컬리 적립금,멤버십/포인트,normalized_contains,80,seed
코레일,코레일,기타,normalized_contains,80,seed
코스트코 매장,코스트코 매장,멤버십/포인트,normalized_contains,80,seed
쿠팡,쿠팡,마트/쇼핑,normalized_contains,80,seed
쿠팡ㆍSSG닷컴ㆍ마켓컬리,쿠팡ㆍSSG닷컴ㆍ마켓컬리,마트/쇼핑,normalized_contains,80,seed
쿠팡이츠,쿠팡이츠,배달앱,normalized_contains,80,seed
쿠팡이츠. 마켓컬리,쿠팡이츠. 마켓컬리,배달앱,normalized_contains,80,seed
쿠팡플레이,쿠팡플레이,멤버십/포인트,normalized_contains,80,seed
크리스피크림도넛,크리스피크림도넛,푸드/외식,normalized_contains,80,seed
탐앤탐스,탐앤탐스,카페/디저트,normalized_contains,80,seed
택배,택배,마트/쇼핑,normalized_contains,80,seed
토스,토스,간편결제,normalized_contains,80,seed
토스프라임,토스프라임,구독/멤버십,normalized_contains,80,seed
통도환타지아,통도환타지아,테마파크/레저,normalized_contains,80,seed
통도환타지아 자유이용권,통도환타지아 자유이용권,테마파크/레저,normalized_contains,80,seed
투썸플레이스 1,투썸플레이스 1,카페/디저트,normalized_contains,80,seed
트래블,트래블,멤버십/포인트,normalized_contains,80,seed
트레이더스 홀세일 클럽 1,트레이더스 홀세일 클럽 1,마트/쇼핑,normalized_contains,80,seed
트리플 NOL 포인트,트리플 NOL 포인트,멤버십/포인트,normalized_contains,80,seed
특별적립,특별적립,생활,normalized_contains,80,seed
티몬,티몬,마트/쇼핑,normalized_contains,80,seed
티빙,티빙,구독/멤버십,normalized_contains,80,seed
티켓),티켓),멤버십/포인트,normalized_contains,80,seed
티켓몬스터,티켓몬스터,온라인쇼핑,normalized_contains,80,seed
팀스토어,팀스토어,기타,normalized_contains,80,seed
팀스토어 매장 이용시,팀스토어 매장 이용시,마트/쇼핑,normalized_contains,80,seed
파고다,파고다,교육/육아,normalized_contains,80,seed
파리바게뜨,파리바게뜨,카페/디저트,normalized_contains,80,seed
파리바케트,파리바케트,카페/디저트,normalized_contains,80,seed
패션,패션,마트/쇼핑,normalized_contains,80,seed
패션플랫폼(지그재그,패션플랫폼(지그재그,마트/쇼핑,normalized_contains,80,seed
팬덤,팬덤,기타,normalized_contains,80,seed
페이,페이,간편결제,normalized_contains,80,seed
페이결제,페이결제,간편결제,normalized_contains,80,seed
페이결제 건,페이결제 건,간편결제,normalized_contains,80,seed
평일,평일,모든가맹점,normalized_contains,80,seed
포토,포토,생활,normalized_contains,80,seed
폴바셋,폴바셋,카페/디저트,normalized_contains,80,seed
푸드,푸드,푸드/외식,normalized_contains,80,seed
프레딧,프레딧,마트/쇼핑,normalized_contains,80,seed
프로야구,프로야구,테마파크/레저,normalized_contains,80,seed
프로축구,프로축구,테마파크/레저,normalized_contains,80,seed
플러스 : 넷플릭스,플러스 : 넷플릭스,구독/멤버십,normalized_contains,80,seed
플러스 : 온라인 간편결제,플러스 : 온라인 간편결제,간편결제,normalized_contains,80,seed
피자,피자,푸드/외식,normalized_contains,80,seed
피자헛,피자헛,푸드/외식,normalized_contains,80,seed
하나. Discount,하나. Discount,카페/디저트,normalized_contains,80,seed
하나원큐페이,하나원큐페이,간편결제,normalized_contains,80,seed
하나원큐페이 결제,하나원큐페이 결제,멤버십/포인트,normalized_contains,80,seed
하나페이 결제,하나페이 결제,간편결제,normalized_contains,80,seed
하나페이 맛집,하나페이 맛집,푸드/외식,normalized_contains,80,seed
하이패스,하이패스,교통,normalized_contains,80,seed
하이패스 이용요금의,하이패스 이용요금의,교통,normalized_contains,80,seed
하이프레시,하이프레시,푸드/외식,normalized_contains,80,seed
학습지,학습지,교육/육아,normalized_contains,80,seed
학습지 12대 브랜드,학습지 12대 브랜드,교육/육아,normalized_contains,80,seed
한도 없이,한도 없이,해외,normalized_contains,80,seed
한도 제한 없이,한도 제한 없이,멤버십/포인트,normalized_contains,80,seed
할리스,할리스,카페/디저트,normalized_contains,80,seed
할부 매출액 1,할부 매출액 1,항공/마일리지,normalized_contains,80,seed
할부 이용 시 월 11,할부 이용 시 월 11,기타,normalized_contains,80,seed
할인액의,할인액의,기타,normalized_contains,80,seed
할인점,할인점,마트/쇼핑,normalized_contains,80,seed
할인한도,할인한도,기타,normalized_contains,80,seed
할인한도 없이,할인한도 없이,모든가맹점,normalized_contains,80,seed
할인한도 없이 롯데월드 직영 기념품샵,할인한도 없이 롯데월드 직영 기념품샵,테마파크/레저,normalized_contains,80,seed
할인한도 없이 온라인 간편결제,할인한도 없이 온라인 간편결제,간편결제,normalized_contains,80,seed
해피마켓 사용 시,해피마켓 사용 시,멤버십/포인트,normalized_contains,80,seed
해피오더,해피오더,멤버십/포인트,normalized_contains,80,seed
해피페이,해피페이,멤버십/포인트,normalized_contains,80,seed
해피포인트,해피포인트,멤버십/포인트,normalized_contains,80,seed
해피포인트 앱 내 해피오더,해피포인트 앱 내 해피오더,멤버십/포인트,normalized_contains,80,seed
현대오일뱅크(LPG포함),현대오일뱅크(LPG포함),주유,normalized_contains,80,seed
현대자동차,현대자동차,멤버십/포인트,normalized_contains,80,seed
현대자동차 신차 구매 시,현대자동차 신차 구매 시,멤버십/포인트,normalized_contains,80,seed
홈페이지 예매시,홈페이지 예매시,영화/문화,normalized_contains,80,seed
홈플러스 매장,홈플러스 매장,마트/쇼핑,normalized_contains,80,seed
홈플러스 포인트,홈플러스 포인트,마트/쇼핑,normalized_contains,80,seed
홈플러스포인트,홈플러스포인트,편의점,normalized_contains,80,seed
환율,환율,금융서비스,normalized_contains,80,seed
환전 우대 환율,환전 우대 환율,금융서비스,normalized_contains,80,seed
환전 주요 통화는 환전 수수료 무료,환전 주요 통화는 환전 수수료 무료,해외,normalized_contains,80,seed
횟수 제한 없이 하나머니,횟수 제한 없이 하나머니,모든가맹점,normalized_contains,80,seed
힐링,힐링,생활,normalized_contains,80,seed
KAKAOPAY,카카오페이,간편결제,normalized_contains,60,manual
NAVERPAY,네이버페이,간편결제,normalized_contains,60,manual
PAYCO,PAYCO,간편결제,normalized_contains,60,seed
TOSSPAY,토스페이,간편결제,normalized_contains,60,manual
네이버페이,네이버페이,간편결제,normalized_contains,60,seed
카카오페이,카카오페이,간편결제,normalized_contains,60,seed
토스페이,토스페이,간편결제,normalized_contains,60,manual
KG INICIS,KG이니시스,간편결제,normalized_contains,50,manual
KG이니시스,KG이니시스,간편결제,normalized_contains,50,manual
이니시스,KG이니시스,간편결제,normalized_contains,50,manual
토스페이먼츠,토스페이먼츠,간편결제,normalized_contains,50,manual
